From Date,To Date,PM10,PM2.5,AT,BP,SR
01-11-2019 00:00,01-11-2019 00:15,660,423,19.3,989.5,4.4
01-11-2019 00:15,01-11-2019 00:30,660,423,19.2,989.6,4.5
01-11-2019 00:30,01-11-2019 00:45,567,396,18.7,989.7,4.5
01-11-2019 00:45,01-11-2019 01:00,567,396,18.3,989.8,4.5
01-11-2019 01:00,01-11-2019 01:15,567,396,18.2,989.8,4.5
01-11-2019 01:15,01-11-2019 01:30,567,396,18.2,989.7,4.5
01-11-2019 01:30,01-11-2019 01:45,664,443,18,989.7,4.5
01-11-2019 01:45,01-11-2019 02:00,664,443,18.3,989.7,4.5
01-11-2019 02:00,01-11-2019 02:15,None,443,18.2,989.5,4.5
01-11-2019 02:15,01-11-2019 02:30,664,443,18.2,989.5,4.5
01-11-2019 02:30,01-11-2019 02:45,705,477,18,989.5,4.5
01-11-2019 02:45,01-11-2019 03:00,705,477,18.1,989.5,4.5
01-11-2019 03:00,01-11-2019 03:15,705,477,19,989.5,4.4
01-11-2019 03:15,01-11-2019 03:30,705,477,19.2,989.6,4.5
01-11-2019 03:30,01-11-2019 03:45,733,531,19,989.7,4.5
01-11-2019 03:45,01-11-2019 04:00,733,531,19.1,989.8,4.5
01-11-2019 04:00,01-11-2019 04:15,733,531,18.7,989.8,4.4
01-11-2019 04:15,01-11-2019 04:30,733,531,18.9,989.8,4.5
01-11-2019 04:30,01-11-2019 04:45,653,483,18.5,989.6,4.4
01-11-2019 04:45,01-11-2019 05:00,None,483,18.2,989.7,4.5
01-11-2019 05:00,01-11-2019 05:15,653,483,18,989.7,4.5
01-11-2019 05:15,01-11-2019 05:30,653,483,18,989.9,4.5
01-11-2019 05:30,01-11-2019 05:45,637,484,17.9,990,4.5
01-11-2019 05:45,01-11-2019 06:00,637,484,17.6,990,4.5
01-11-2019 06:00,01-11-2019 06:15,637,484,17.3,990.3,5.4
01-11-2019 06:15,01-11-2019 06:30,637,None,17,990.6,8.6
01-11-2019 06:30,01-11-2019 06:45,633,480,16.9,990.8,17.1
01-11-2019 06:45,01-11-2019 07:00,633,480,16.9,991.1,29
01-11-2019 07:00,01-11-2019 07:15,None,480,17.2,991.5,44.8
01-11-2019 07:15,01-11-2019 07:30,633,480,17.7,991.7,63.1
01-11-2019 07:30,01-11-2019 07:45,626,477,18.4,991.9,85.9
01-11-2019 07:45,01-11-2019 08:00,626,477,19.3,992,112.5
01-11-2019 08:00,01-11-2019 08:15,626,477,20.4,992.1,140.6
01-11-2019 08:15,01-11-2019 08:30,626,477,21.6,992.2,170.6
01-11-2019 08:30,01-11-2019 08:45,741,531,22.9,992.3,201.7
01-11-2019 08:45,01-11-2019 09:00,741,531,23.7,992.3,237.7
01-11-2019 09:00,01-11-2019 09:15,741,531,25,992.3,271.1
01-11-2019 09:15,01-11-2019 09:30,741,531,25.8,992.4,308
01-11-2019 09:30,01-11-2019 09:45,798,531,26.8,992.4,334
01-11-2019 09:45,01-11-2019 10:00,798,531,27.7,992.4,307.5
01-11-2019 10:00,01-11-2019 10:15,798,531,28.3,992.2,383.3
01-11-2019 10:15,01-11-2019 10:30,798,531,29.2,992,425.8
01-11-2019 10:30,01-11-2019 10:45,641,421,29.5,991.8,439.4
01-11-2019 10:45,01-11-2019 11:00,641,421,27.7,991.6,485.4
01-11-2019 11:00,01-11-2019 11:15,641,421,30.4,991.4,458.2
01-11-2019 11:15,01-11-2019 11:30,641,421,30.4,991.2,440.7
01-11-2019 11:30,01-11-2019 11:45,425,272,30.5,991,432.3
01-11-2019 11:45,01-11-2019 12:00,425,272,30.9,990.9,470
01-11-2019 12:00,01-11-2019 12:15,425,272,30.9,990.5,488.7
01-11-2019 12:15,01-11-2019 12:30,425,272,31.3,990.2,422
01-11-2019 12:30,01-11-2019 12:45,428,290,31.2,990,393.2
01-11-2019 12:45,01-11-2019 13:00,428,290,31.5,989.7,416.8
01-11-2019 13:00,01-11-2019 13:15,428,None,31.5,989.4,408.8
01-11-2019 13:15,01-11-2019 13:30,428,290,31.7,989.3,366.2
01-11-2019 13:30,01-11-2019 13:45,471,313,31.9,989.1,353.5
01-11-2019 13:45,01-11-2019 14:00,471,313,32.3,988.8,339.3
01-11-2019 14:00,01-11-2019 14:15,471,313,31.8,988.7,260.9
01-11-2019 14:15,01-11-2019 14:30,471,313,31.6,988.6,222.1
01-11-2019 14:30,01-11-2019 14:45,528,344,32.1,988.5,225.3
01-11-2019 14:45,01-11-2019 15:00,528,344,32.7,988.4,232.4
01-11-2019 15:00,01-11-2019 15:15,None,344,32.6,988.2,215.5
01-11-2019 15:15,01-11-2019 15:30,528,344,32.1,988.2,184.5
01-11-2019 15:30,01-11-2019 15:45,295,195,31.9,988.1,147.1
01-11-2019 15:45,01-11-2019 16:00,295,195,30.9,988.1,100.6
01-11-2019 16:00,01-11-2019 16:15,295,195,30.2,988.2,80.6
01-11-2019 16:15,01-11-2019 16:30,295,195,28.6,988.3,25.6
01-11-2019 16:30,01-11-2019 16:45,338,183,27,988.5,27.1
01-11-2019 16:45,01-11-2019 17:00,338,183,26.2,988.7,22.7
01-11-2019 17:00,01-11-2019 17:15,338,183,25.6,988.8,11.1
01-11-2019 17:15,01-11-2019 17:30,338,183,25.1,989.2,5.9
01-11-2019 17:30,01-11-2019 17:45,428,226,24.7,989.4,4.8
01-11-2019 17:45,01-11-2019 18:00,428,None,24.6,989.6,4.6
01-11-2019 18:00,01-11-2019 18:15,428,226,24.4,989.6,4.6
01-11-2019 18:15,01-11-2019 18:30,428,226,24.5,989.5,4.5
01-11-2019 18:30,01-11-2019 18:45,417,243,24.2,989.5,4.5
01-11-2019 18:45,01-11-2019 19:00,417,243,24,989.8,4.5
01-11-2019 19:00,01-11-2019 19:15,417,243,24.1,989.9,4.5
01-11-2019 19:15,01-11-2019 19:30,417,243,25.3,989.9,4.5
01-11-2019 19:30,01-11-2019 19:45,466,274,24.5,989.9,4.6
01-11-2019 19:45,01-11-2019 20:00,466,274,23.9,990,4.5
01-11-2019 20:00,01-11-2019 20:15,466,274,23.8,990.2,4.5
01-11-2019 20:15,01-11-2019 20:30,466,274,23.3,990.3,4.5
01-11-2019 20:30,01-11-2019 20:45,417,245,22.8,990.6,4.5
01-11-2019 20:45,01-11-2019 21:00,417,245,22.6,990.5,4.5
01-11-2019 21:00,01-11-2019 21:15,417,245,22.5,990.6,4.6
01-11-2019 21:15,01-11-2019 21:30,None,245,22.6,990.4,4.6
01-11-2019 21:30,01-11-2019 21:45,410,212,22.7,990.5,4.5
01-11-2019 21:45,01-11-2019 22:00,410,212,22.7,990.7,4.5
01-11-2019 22:00,01-11-2019 22:15,410,212,22.8,990.8,4.6
01-11-2019 22:15,01-11-2019 22:30,None,212,23,990.7,4.6
01-11-2019 22:30,01-11-2019 22:45,348,197,22.6,990.6,4.5
01-11-2019 22:45,01-11-2019 23:00,348,197,22.1,990.6,4.5
01-11-2019 23:00,01-11-2019 23:15,348,197,21.9,990.5,4.5
01-11-2019 23:15,01-11-2019 23:30,348,197,21.8,990.4,4.5
01-11-2019 23:30,01-11-2019 23:45,312,186,22,990.3,4.5
01-11-2019 23:45,02-11-2019 00:00,312,186,21.9,990.3,4.5
02-11-2019 00:00,02-11-2019 00:15,312,186,21.9,990.2,4.5
02-11-2019 00:15,02-11-2019 00:30,312,186,21.8,990.3,4.6
02-11-2019 00:30,02-11-2019 00:45,302,186,21.5,990.2,4.5
02-11-2019 00:45,02-11-2019 01:00,302,186,21,990.2,4.6
02-11-2019 01:00,02-11-2019 01:15,302,186,20.8,990.1,4.5
02-11-2019 01:15,02-11-2019 01:30,302,186,20.6,989.9,4.6
02-11-2019 01:30,02-11-2019 01:45,324,210,20.2,989.9,4.6
02-11-2019 01:45,02-11-2019 02:00,324,210,20,989.8,4.6
02-11-2019 02:00,02-11-2019 02:15,324,210,19.8,989.6,4.6
02-11-2019 02:15,02-11-2019 02:30,324,None,19.7,989.6,4.5
02-11-2019 02:30,02-11-2019 02:45,376,237,19.5,989.6,4.5
02-11-2019 02:45,02-11-2019 03:00,376,237,19.4,989.7,4.5
02-11-2019 03:00,02-11-2019 03:15,376,237,19.3,989.9,4.5
02-11-2019 03:15,02-11-2019 03:30,376,237,19.2,989.8,4.5
02-11-2019 03:30,02-11-2019 03:45,428,274,19.1,989.8,4.5
02-11-2019 03:45,02-11-2019 04:00,428,274,19.2,989.9,4.5
02-11-2019 04:00,02-11-2019 04:15,428,274,19.2,990,4.5
02-11-2019 04:15,02-11-2019 04:30,428,274,19.3,990.1,4.5
02-11-2019 04:30,02-11-2019 04:45,398,277,19.3,990.2,4.5
02-11-2019 04:45,02-11-2019 05:00,398,277,19.3,990.2,4.5
02-11-2019 05:00,02-11-2019 05:15,398,277,18.9,990.3,4.5
02-11-2019 05:15,02-11-2019 05:30,398,277,18.7,990.2,4.5
02-11-2019 05:30,02-11-2019 05:45,404,304,18.5,990.5,4.5
02-11-2019 05:45,02-11-2019 06:00,404,304,18.4,990.7,4.5
02-11-2019 06:00,02-11-2019 06:15,404,304,18.5,990.9,5.5
02-11-2019 06:15,02-11-2019 06:30,404,304,18.5,991.3,9.4
02-11-2019 06:30,02-11-2019 06:45,414,300,18.7,991.7,16.6
02-11-2019 06:45,02-11-2019 07:00,414,300,19,991.9,22.4
02-11-2019 07:00,02-11-2019 07:15,414,300,19.4,992.1,46.1
02-11-2019 07:15,02-11-2019 07:30,414,300,20.1,992.2,82.6
02-11-2019 07:30,02-11-2019 07:45,461,309,20.9,992.4,96.1
02-11-2019 07:45,02-11-2019 08:00,461,309,21.8,992.6,109.4
02-11-2019 08:00,02-11-2019 08:15,461,309,22.2,992.8,101.9
02-11-2019 08:15,02-11-2019 08:30,461,309,22.7,993,151.9
02-11-2019 08:30,02-11-2019 08:45,504,353,22.9,993.2,117.9
02-11-2019 08:45,02-11-2019 09:00,504,353,23.3,993.3,144.4
02-11-2019 09:00,02-11-2019 09:15,504,353,23.6,993.3,121.5
02-11-2019 09:15,02-11-2019 09:30,504,353,23.8,993.3,145.6
02-11-2019 09:30,02-11-2019 09:45,642,438,24.8,993.3,260.3
02-11-2019 09:45,02-11-2019 10:00,None,438,25.6,993.4,209.5
02-11-2019 10:00,02-11-2019 10:15,642,438,26.3,993.5,271
02-11-2019 10:15,02-11-2019 10:30,642,438,26.8,993.5,242.6
02-11-2019 10:30,02-11-2019 10:45,654,434,27.3,993.3,318.5
02-11-2019 10:45,02-11-2019 11:00,654,434,28.2,993.1,343.8
02-11-2019 11:00,02-11-2019 11:15,654,434,28.2,992.9,345.8
02-11-2019 11:15,02-11-2019 11:30,654,434,28.9,992.8,362
02-11-2019 11:30,02-11-2019 11:45,586,378,29.3,992.6,325.8
02-11-2019 11:45,02-11-2019 12:00,586,378,29.7,992.5,372.5
02-11-2019 12:00,02-11-2019 12:15,586,378,29.9,992.5,244.3
02-11-2019 12:15,02-11-2019 12:30,586,378,29.8,992.3,327
02-11-2019 12:30,02-11-2019 12:45,500,323,30.1,992.2,335.1
02-11-2019 12:45,02-11-2019 13:00,500,None,30.3,991.9,298.2
02-11-2019 13:00,02-11-2019 13:15,500,323,30.4,991.8,277.8
02-11-2019 13:15,02-11-2019 13:30,500,323,30.2,991.5,241
02-11-2019 13:30,02-11-2019 13:45,339,226,30.1,991.4,209.9
02-11-2019 13:45,02-11-2019 14:00,339,226,30.4,991.4,277.5
02-11-2019 14:00,02-11-2019 14:15,339,226,30.3,991.4,261.4
02-11-2019 14:15,02-11-2019 14:30,None,226,29.7,991.3,194.5
02-11-2019 14:30,02-11-2019 14:45,344,230,29,991.3,147.3
02-11-2019 14:45,02-11-2019 15:00,344,230,29.3,991.4,130.1
02-11-2019 15:00,02-11-2019 15:15,344,230,28.4,991.5,76.9
02-11-2019 15:15,02-11-2019 15:30,344,230,28.1,991.5,83.7
02-11-2019 15:30,02-11-2019 15:45,416,290,27.9,991.6,70.8
02-11-2019 15:45,02-11-2019 16:00,416,290,27.5,991.6,57.4
02-11-2019 16:00,02-11-2019 16:15,416,290,27.1,991.8,45.6
02-11-2019 16:15,02-11-2019 16:30,416,290,26.7,991.8,26.7
02-11-2019 16:30,02-11-2019 16:45,473,340,26.2,992.2,16.2
02-11-2019 16:45,02-11-2019 17:00,None,340,25.6,992.5,11.4
02-11-2019 17:00,02-11-2019 17:15,473,340,25.1,992.6,6.7
02-11-2019 17:15,02-11-2019 17:30,473,340,24.6,992.8,5
02-11-2019 17:30,02-11-2019 17:45,642,476,24.2,992.9,4.5
02-11-2019 17:45,02-11-2019 18:00,642,476,23.3,993,4.5
02-11-2019 18:00,02-11-2019 18:15,None,476,22.1,992.7,4.4
02-11-2019 18:15,02-11-2019 18:30,642,476,21.4,992.6,4.4
02-11-2019 18:30,02-11-2019 18:45,489,374,21.3,992.5,4.4
02-11-2019 18:45,02-11-2019 19:00,489,374,21.2,992.3,4.4
02-11-2019 19:00,02-11-2019 19:15,489,374,21.1,992.5,4.4
02-11-2019 19:15,02-11-2019 19:30,489,374,21.3,992.8,4.4
02-11-2019 19:30,02-11-2019 19:45,512,383,21.6,992.9,4.3
02-11-2019 19:45,02-11-2019 20:00,512,383,21.6,992.9,4.4
02-11-2019 20:00,02-11-2019 20:15,512,383,21.3,992.8,4.4
02-11-2019 20:15,02-11-2019 20:30,512,383,21.2,992.8,4.4
02-11-2019 20:30,02-11-2019 20:45,552,423,21.2,992.6,4.4
02-11-2019 20:45,02-11-2019 21:00,552,423,21.2,992.6,4.4
02-11-2019 21:00,02-11-2019 21:15,552,423,21.1,992.7,4.5
02-11-2019 21:15,02-11-2019 21:30,552,423,20.9,992.7,4.4
02-11-2019 21:30,02-11-2019 21:45,593,451,20.7,992.8,4.4
02-11-2019 21:45,02-11-2019 22:00,593,451,20.8,992.8,4.4
02-11-2019 22:00,02-11-2019 22:15,593,451,20.7,992.6,4.4
02-11-2019 22:15,02-11-2019 22:30,593,451,20.3,992.7,4.4
02-11-2019 22:30,02-11-2019 22:45,652,512,20.2,992.8,4.4
02-11-2019 22:45,02-11-2019 23:00,652,512,20.1,992.8,4.5
02-11-2019 23:00,02-11-2019 23:15,652,512,20.1,992.7,4.5
02-11-2019 23:15,02-11-2019 23:30,652,512,20,992.6,4.4
02-11-2019 23:30,02-11-2019 23:45,686,545,19.7,992.6,4.5
02-11-2019 23:45,03-11-2019 00:00,None,545,19.5,992.7,4.5
03-11-2019 00:00,03-11-2019 00:15,686,545,19.9,992.9,4.4
03-11-2019 00:15,03-11-2019 00:30,686,545,20,992.8,4.4
03-11-2019 00:30,03-11-2019 00:45,754,578,19.7,992.7,4.4
03-11-2019 00:45,03-11-2019 01:00,None,578,19.3,992.6,4.4
03-11-2019 01:00,03-11-2019 01:15,754,578,19.2,992.6,4.5
03-11-2019 01:15,03-11-2019 01:30,754,578,19.2,992.5,4.4
03-11-2019 01:30,03-11-2019 01:45,774,605,19.2,992.3,4.4
03-11-2019 01:45,03-11-2019 02:00,None,605,19,992.2,4.4
03-11-2019 02:00,03-11-2019 02:15,None,605,19.1,992.3,4.4
03-11-2019 02:15,03-11-2019 02:30,774,605,19.2,992.2,4.4
03-11-2019 02:30,03-11-2019 02:45,837,658,19,992.1,4.4
03-11-2019 02:45,03-11-2019 03:00,837,658,18.9,992,4.4
03-11-2019 03:00,03-11-2019 03:15,837,658,18.7,992.1,4.4
03-11-2019 03:15,03-11-2019 03:30,837,658,18.8,992.1,4.4
03-11-2019 03:30,03-11-2019 03:45,970,771,18.7,992.2,4.4
03-11-2019 03:45,03-11-2019 04:00,970,771,18.7,992.2,4.4
03-11-2019 04:00,03-11-2019 04:15,None,None,18.8,992.1,4.4
03-11-2019 04:15,03-11-2019 04:30,970,771,18.9,992.1,4.4
03-11-2019 04:30,03-11-2019 04:45,None,797,18.8,992.2,4.4
03-11-2019 04:45,03-11-2019 05:00,None,797,19,992.4,4.4
03-11-2019 05:00,03-11-2019 05:15,None,797,19.2,992.8,4.4
03-11-2019 05:15,03-11-2019 05:30,None,None,19.3,993.1,4.3
03-11-2019 05:30,03-11-2019 05:45,None,823,19.4,993.2,4.4
03-11-2019 05:45,03-11-2019 06:00,None,823,19.3,993.2,4.4
03-11-2019 06:00,03-11-2019 06:15,None,823,19,993.5,4.6
03-11-2019 06:15,03-11-2019 06:30,None,823,19.1,993.4,5.5
03-11-2019 06:30,03-11-2019 06:45,983,779,19.1,993.5,8.7
03-11-2019 06:45,03-11-2019 07:00,983,None,19.2,993.7,21
03-11-2019 07:00,03-11-2019 07:15,983,779,19.3,994,32.5
03-11-2019 07:15,03-11-2019 07:30,983,779,19.5,994.1,34.5
03-11-2019 07:30,03-11-2019 07:45,None,763,19.7,994.1,52
03-11-2019 07:45,03-11-2019 08:00,None,763,19.9,994.3,67.9
03-11-2019 08:00,03-11-2019 08:15,None,763,20.3,994.2,78.6
03-11-2019 08:15,03-11-2019 08:30,None,None,20.8,994.4,86.1
03-11-2019 08:30,03-11-2019 08:45,None,851,21.2,994.5,85.8
03-11-2019 08:45,03-11-2019 09:00,None,851,21.5,994.6,109.8
03-11-2019 09:00,03-11-2019 09:15,None,851,21.8,994.6,111.6
03-11-2019 09:15,03-11-2019 09:30,None,851,22,994.6,116.2
03-11-2019 09:30,03-11-2019 09:45,None,992,22.3,994.7,113.6
03-11-2019 09:45,03-11-2019 10:00,None,992,22.7,994.6,150.8
03-11-2019 10:00,03-11-2019 10:15,None,992,23.1,994.6,142.7
03-11-2019 10:15,03-11-2019 10:30,None,992,23.6,994.3,219.5
03-11-2019 10:30,03-11-2019 10:45,None,None,24,994.3,230.1
03-11-2019 10:45,03-11-2019 11:00,None,None,24.1,994.2,196.5
03-11-2019 11:00,03-11-2019 11:15,None,None,23.8,994,218.4
03-11-2019 11:15,03-11-2019 11:30,None,None,24.4,993.8,249.6
03-11-2019 11:30,03-11-2019 11:45,None,870,24.7,993.5,206.3
03-11-2019 11:45,03-11-2019 12:00,None,870,24.9,993.3,208.8
03-11-2019 12:00,03-11-2019 12:15,None,870,25.4,993,237.1
03-11-2019 12:15,03-11-2019 12:30,None,870,25.8,992.7,252.8
03-11-2019 12:30,03-11-2019 12:45,None,821,25.8,992.5,202.7
03-11-2019 12:45,03-11-2019 13:00,None,821,25.4,992.2,148.5
03-11-2019 13:00,03-11-2019 13:15,None,821,25.8,992.1,177.6
03-11-2019 13:15,03-11-2019 13:30,None,821,25.9,992,150.3
03-11-2019 13:30,03-11-2019 13:45,None,892,25.6,991.7,96.2
03-11-2019 13:45,03-11-2019 14:00,None,892,25.5,991.6,94.2
03-11-2019 14:00,03-11-2019 14:15,None,892,25.5,991.4,98.6
03-11-2019 14:15,03-11-2019 14:30,None,892,25.8,991.2,124.7
03-11-2019 14:30,03-11-2019 14:45,None,849,26.2,991.1,137.9
03-11-2019 14:45,03-11-2019 15:00,None,849,26.2,991.1,119.5
03-11-2019 15:00,03-11-2019 15:15,None,849,26.3,991,100.9
03-11-2019 15:15,03-11-2019 15:30,None,849,26.1,991,88.8
03-11-2019 15:30,03-11-2019 15:45,930,720,26.2,990.9,91.9
03-11-2019 15:45,03-11-2019 16:00,930,720,26.1,990.9,80.2
03-11-2019 16:00,03-11-2019 16:15,None,None,25.7,991,63.7
03-11-2019 16:15,03-11-2019 16:30,930,720,25.2,991,41.8
03-11-2019 16:30,03-11-2019 16:45,948,740,24.1,991,27.5
03-11-2019 16:45,03-11-2019 17:00,948,740,23.4,991.1,22.8
03-11-2019 17:00,03-11-2019 17:15,948,740,22.9,991.2,11.2
03-11-2019 17:15,03-11-2019 17:30,948,740,22.3,991.3,5.9
03-11-2019 17:30,03-11-2019 17:45,None,796,21.9,991.4,4.7
03-11-2019 17:45,03-11-2019 18:00,None,796,21.9,991.6,4.5
03-11-2019 18:00,03-11-2019 18:15,None,796,21.9,991.7,4.5
03-11-2019 18:15,03-11-2019 18:30,None,796,21.9,991.8,4.5
03-11-2019 18:30,03-11-2019 18:45,None,827,22,991.9,4.6
03-11-2019 18:45,03-11-2019 19:00,None,827,22.1,992,4.6
03-11-2019 19:00,03-11-2019 19:15,None,827,22.1,992.4,4.5
03-11-2019 19:15,03-11-2019 19:30,None,827,21.9,992.5,4.5
03-11-2019 19:30,03-11-2019 19:45,991,749,21.6,992.6,4.5
03-11-2019 19:45,03-11-2019 20:00,991,749,21.6,992.6,4.5
03-11-2019 20:00,03-11-2019 20:15,991,749,21.6,992.8,4.6
03-11-2019 20:15,03-11-2019 20:30,None,749,21.6,992.9,4.5
03-11-2019 20:30,03-11-2019 20:45,725,554,21.4,992.9,4.5
03-11-2019 20:45,03-11-2019 21:00,725,554,21.2,992.9,4.5
03-11-2019 21:00,03-11-2019 21:15,725,554,21,992.9,4.5
03-11-2019 21:15,03-11-2019 21:30,725,554,20.8,993,4.5
03-11-2019 21:30,03-11-2019 21:45,440,328,20.6,993,4.5
03-11-2019 21:45,03-11-2019 22:00,440,328,20.4,993,4.5
03-11-2019 22:00,03-11-2019 22:15,440,328,20.2,993,4.5
03-11-2019 22:15,03-11-2019 22:30,440,328,20.1,992.9,4.6
03-11-2019 22:30,03-11-2019 22:45,370,269,20.1,992.9,4.6
03-11-2019 22:45,03-11-2019 23:00,370,269,19.9,992.9,4.6
03-11-2019 23:00,03-11-2019 23:15,370,269,19.7,992.8,4.5
03-11-2019 23:15,03-11-2019 23:30,370,269,19.6,992.7,4.5
03-11-2019 23:30,03-11-2019 23:45,393,283,19.9,992.7,4.5
03-11-2019 23:45,04-11-2019 00:00,393,283,20.4,992.6,4.5
04-11-2019 00:00,04-11-2019 00:15,393,283,20.8,992.6,4.5
04-11-2019 00:15,04-11-2019 00:30,393,283,20.8,992.5,4.4
04-11-2019 00:30,04-11-2019 00:45,588,425,20.4,992.4,4.5
04-11-2019 00:45,04-11-2019 01:00,588,425,20,992.3,4.4
04-11-2019 01:00,04-11-2019 01:15,588,425,19.8,992.3,4.5
04-11-2019 01:15,04-11-2019 01:30,588,425,19.6,992.3,4.4
04-11-2019 01:30,04-11-2019 01:45,705,542,19.7,992.2,4.5
04-11-2019 01:45,04-11-2019 02:00,705,542,19.9,992.2,4.5
04-11-2019 02:00,04-11-2019 02:15,705,542,19.8,992.1,4.4
04-11-2019 02:15,04-11-2019 02:30,705,542,19.4,992,4.5
04-11-2019 02:30,04-11-2019 02:45,857,664,19.4,992,4.4
04-11-2019 02:45,04-11-2019 03:00,857,664,19.1,992,4.4
04-11-2019 03:00,04-11-2019 03:15,857,664,19.3,991.9,4.4
04-11-2019 03:15,04-11-2019 03:30,857,664,18.9,992,4.4
04-11-2019 03:30,04-11-2019 03:45,886,699,18.8,992,4.5
04-11-2019 03:45,04-11-2019 04:00,886,699,18.9,991.9,4.5
04-11-2019 04:00,04-11-2019 04:15,886,699,18.6,991.9,4.5
04-11-2019 04:15,04-11-2019 04:30,886,699,18.6,991.9,4.5
04-11-2019 04:30,04-11-2019 04:45,945,742,18.5,991.8,4.4
04-11-2019 04:45,04-11-2019 05:00,945,742,18.3,992.1,4.5
04-11-2019 05:00,04-11-2019 05:15,945,742,18.1,992.2,4.4
04-11-2019 05:15,04-11-2019 05:30,945,742,17.9,992.3,4.4
04-11-2019 05:30,04-11-2019 05:45,930,716,18,992.4,4.5
04-11-2019 05:45,04-11-2019 06:00,930,716,18,992.6,4.4
04-11-2019 06:00,04-11-2019 06:15,930,716,18.3,992.8,4.9
04-11-2019 06:15,04-11-2019 06:30,930,716,18.5,993,7.3
04-11-2019 06:30,04-11-2019 06:45,849,668,18.6,993.2,14.9
04-11-2019 06:45,04-11-2019 07:00,849,668,18.7,993.3,27
04-11-2019 07:00,04-11-2019 07:15,849,668,19,993.5,43
04-11-2019 07:15,04-11-2019 07:30,849,668,19.3,993.7,62.8
04-11-2019 07:30,04-11-2019 07:45,814,643,19.8,993.8,85.5
04-11-2019 07:45,04-11-2019 08:00,814,None,20.3,994,116.9
04-11-2019 08:00,04-11-2019 08:15,814,643,20.9,994.2,146.9
04-11-2019 08:15,04-11-2019 08:30,814,643,22,994.4,173.1
04-11-2019 08:30,04-11-2019 08:45,792,619,22.7,994.5,201.5
04-11-2019 08:45,04-11-2019 09:00,792,619,23.7,994.5,234.3
04-11-2019 09:00,04-11-2019 09:15,792,619,24.4,994.5,277.4
04-11-2019 09:15,04-11-2019 09:30,792,619,25.2,994.6,318.4
04-11-2019 09:30,04-11-2019 09:45,458,335,25.9,994.6,356
04-11-2019 09:45,04-11-2019 10:00,None,None,26.9,994.5,305.8
04-11-2019 10:00,04-11-2019 10:15,458,335,27.2,994.5,391.6
04-11-2019 10:15,04-11-2019 10:30,458,335,27.4,994.5,413.5
04-11-2019 10:30,04-11-2019 10:45,338,240,27.8,994.3,453.2
04-11-2019 10:45,04-11-2019 11:00,338,240,28.4,994.1,485.7
04-11-2019 11:00,04-11-2019 11:15,338,240,28.8,993.9,552.5
04-11-2019 11:15,04-11-2019 11:30,338,240,29.6,993.8,579.6
04-11-2019 11:30,04-11-2019 11:45,189,127,29.9,993.6,563
04-11-2019 11:45,04-11-2019 12:00,189,127,29.6,993.2,557.4
04-11-2019 12:00,04-11-2019 12:15,189,127,30.2,992.9,549.3
04-11-2019 12:15,04-11-2019 12:30,189,127,30.2,992.7,557.2
04-11-2019 12:30,04-11-2019 12:45,186,106,30.5,992.5,549.1
04-11-2019 12:45,04-11-2019 13:00,186,106,30.7,992.2,550.1
04-11-2019 13:00,04-11-2019 13:15,186,106,31.2,992,546.5
04-11-2019 13:15,04-11-2019 13:30,186,106,30.7,991.8,497.9
04-11-2019 13:30,04-11-2019 13:45,168,102,30.9,991.6,495.6
04-11-2019 13:45,04-11-2019 14:00,168,102,30.7,991.4,456.1
04-11-2019 14:00,04-11-2019 14:15,168,102,30.5,991.2,409.1
04-11-2019 14:15,04-11-2019 14:30,168,102,30.5,991,378.5
04-11-2019 14:30,04-11-2019 14:45,146,80,30.1,990.9,345.2
04-11-2019 14:45,04-11-2019 15:00,146,80,30.4,990.8,313.9
04-11-2019 15:00,04-11-2019 15:15,146,None,29.9,990.7,253.3
04-11-2019 15:15,04-11-2019 15:30,146,80,29.8,990.7,219
04-11-2019 15:30,04-11-2019 15:45,128,69,29.5,990.7,186
04-11-2019 15:45,04-11-2019 16:00,128,69,29.2,990.6,156.4
04-11-2019 16:00,04-11-2019 16:15,128,69,28.8,990.5,118.7
04-11-2019 16:15,04-11-2019 16:30,128,69,28.3,990.5,80.5
04-11-2019 16:30,04-11-2019 16:45,108,58,27.6,990.6,55.4
04-11-2019 16:45,04-11-2019 17:00,108,58,26.8,990.6,31.2
04-11-2019 17:00,04-11-2019 17:15,108,58,25.7,990.7,15.4
04-11-2019 17:15,04-11-2019 17:30,108,58,24.8,990.7,7.3
04-11-2019 17:30,04-11-2019 17:45,174,64,24.1,990.8,5
04-11-2019 17:45,04-11-2019 18:00,174,64,23,990.9,4.6
04-11-2019 18:00,04-11-2019 18:15,174,64,22.4,991,4.7
04-11-2019 18:15,04-11-2019 18:30,174,64,22.1,991.1,4.7
04-11-2019 18:30,04-11-2019 18:45,252,102,22.3,991.2,4.7
04-11-2019 18:45,04-11-2019 19:00,252,102,22.3,991.2,4.7
04-11-2019 19:00,04-11-2019 19:15,252,102,22.2,991.3,4.6
04-11-2019 19:15,04-11-2019 19:30,252,102,22.6,991.4,4.6
04-11-2019 19:30,04-11-2019 19:45,283,128,22.6,991.4,4.6
04-11-2019 19:45,04-11-2019 20:00,283,128,22.6,991.5,4.6
04-11-2019 20:00,04-11-2019 20:15,283,128,22.9,991.4,4.6
04-11-2019 20:15,04-11-2019 20:30,283,None,23,991.5,4.7
04-11-2019 20:30,04-11-2019 20:45,261,139,22.9,991.5,4.6
04-11-2019 20:45,04-11-2019 21:00,261,139,22.8,991.5,4.7
