From Date,To Date,PM10,PM2.5,AT,BP,SR
29-11-2019 19:30,29-11-2019 19:45,215,78,27,994.7,4.5
29-11-2019 19:45,29-11-2019 20:00,215,78,26.9,994.9,4.6
29-11-2019 20:00,29-11-2019 20:15,215,78,26.9,995,4.6
29-11-2019 20:15,29-11-2019 20:30,215,78,26.9,995.2,4.6
29-11-2019 20:30,29-11-2019 20:45,268,95,26.9,995.3,4.6
29-11-2019 20:45,29-11-2019 21:00,268,95,26.9,995.2,4.5
29-11-2019 21:00,29-11-2019 21:15,268,95,26.7,995.3,4.6
29-11-2019 21:15,29-11-2019 21:30,268,95,26.7,995.4,4.6
29-11-2019 21:30,29-11-2019 21:45,202,84,26.5,995.3,4.5
29-11-2019 21:45,29-11-2019 22:00,202,84,26.5,995.4,4.6
29-11-2019 22:00,29-11-2019 22:15,202,84,26.5,995.5,4.6
29-11-2019 22:15,29-11-2019 22:30,202,84,26.6,995.4,4.6
29-11-2019 22:30,29-11-2019 22:45,173,90,26.6,995.3,4.5
29-11-2019 22:45,29-11-2019 23:00,173,90,26.5,995.3,4.5
29-11-2019 23:00,29-11-2019 23:15,173,90,26.4,995.2,4.6
29-11-2019 23:15,29-11-2019 23:30,173,90,26.3,995,4.5
29-11-2019 23:30,29-11-2019 23:45,235,129,26.3,994.9,4.5
29-11-2019 23:45,30-11-2019 00:00,235,129,26.3,994.8,4.5
30-11-2019 00:00,30-11-2019 00:15,235,129,26.3,994.8,4.5
30-11-2019 00:15,30-11-2019 00:30,235,129,26.3,994.7,4.5
30-11-2019 00:30,30-11-2019 00:45,226,130,26.3,994.6,4.5
30-11-2019 00:45,30-11-2019 01:00,226,130,26.2,994.6,4.4
30-11-2019 01:00,30-11-2019 01:15,226,130,26.2,994.6,4.4
30-11-2019 01:15,30-11-2019 01:30,226,130,26.1,994.6,4.4
30-11-2019 01:30,30-11-2019 01:45,134,74,26.2,994.6,4.5
30-11-2019 01:45,30-11-2019 02:00,134,74,26.2,994.5,4.5
30-11-2019 02:00,30-11-2019 02:15,134,74,26.2,994.4,4.5
30-11-2019 02:15,30-11-2019 02:30,134,74,26.1,994.4,4.5
30-11-2019 02:30,30-11-2019 02:45,149,75,26,994.3,4.5
30-11-2019 02:45,30-11-2019 02:53,149,75,26,994.3,4.5
,,,,,,
Prescribed Standards, ,NA,NA,NA,0-200,0-200
Exceeding Standards, ,NA,NA,NA,NA,NA
Remarks,,,,,,
From Date,To Date,RH,WD,RF,NO,NOx
01-11-2019 00:00,01-11-2019 00:15,76.2,38.5,None,36.2,99.8
01-11-2019 00:15,01-11-2019 00:30,76.6,38.4,None,32.6,92.2
01-11-2019 00:30,01-11-2019 00:45,79.3,38.4,None,31.3,89.9
01-11-2019 00:45,01-11-2019 01:00,83.7,38.4,None,50.7,100.7
01-11-2019 01:00,01-11-2019 01:15,84.7,38.4,None,111.1,152.2
01-11-2019 01:15,01-11-2019 01:30,84.5,38.5,None,95.3,136.4
01-11-2019 01:30,01-11-2019 01:45,85.2,84,None,81.3,124.1
01-11-2019 01:45,01-11-2019 02:00,85,195.1,None,None,None
01-11-2019 02:00,01-11-2019 02:15,85.1,193.9,None,None,None
01-11-2019 02:15,01-11-2019 02:30,85.6,193.9,None,None,None
01-11-2019 02:30,01-11-2019 02:45,86,201.9,None,54.2,97.7
01-11-2019 02:45,01-11-2019 03:00,84.4,204.8,None,54.1,97.8
01-11-2019 03:00,01-11-2019 03:15,82.3,223.3,None,31.6,83.9
01-11-2019 03:15,01-11-2019 03:30,81.3,228.1,None,19,72.3
01-11-2019 03:30,01-11-2019 03:45,81.8,245.5,None,15.8,67.7
01-11-2019 03:45,01-11-2019 04:00,81.3,216.3,None,13.4,63.7
01-11-2019 04:00,01-11-2019 04:15,81.1,219.1,None,12,60.3
01-11-2019 04:15,01-11-2019 04:30,80.6,227.3,None,10.2,58.8
01-11-2019 04:30,01-11-2019 04:45,81.5,227.5,None,8.7,58
01-11-2019 04:45,01-11-2019 05:00,82.9,219.8,None,8.3,57
01-11-2019 05:00,01-11-2019 05:15,84.3,213.3,None,8.8,56.4
01-11-2019 05:15,01-11-2019 05:30,85.8,30.9,None,8.9,55.2
01-11-2019 05:30,01-11-2019 05:45,87,31.1,None,9.8,55.8
01-11-2019 05:45,01-11-2019 06:00,91.6,31.1,None,10.1,55.4
01-11-2019 06:00,01-11-2019 06:15,98.4,31.1,None,10.1,54.5
01-11-2019 06:15,01-11-2019 06:30,97.7,31.1,None,10.3,52.2
01-11-2019 06:30,01-11-2019 06:45,97.7,31.3,None,10.1,51.1
01-11-2019 06:45,01-11-2019 07:00,97.7,81.1,None,14.2,53.1
01-11-2019 07:00,01-11-2019 07:15,97.6,94.3,None,26.6,64.9
01-11-2019 07:15,01-11-2019 07:30,97.7,72.5,None,27.9,68.5
01-11-2019 07:30,01-11-2019 07:45,97.7,70.8,None,27.7,70.6
01-11-2019 07:45,01-11-2019 08:00,98.6,49.2,None,27.5,72.6
01-11-2019 08:00,01-11-2019 08:15,99.7,45.5,None,35.6,88.8
01-11-2019 08:15,01-11-2019 08:30,99.8,45.5,None,32.5,88.9
01-11-2019 08:30,01-11-2019 08:45,69.7,45.8,None,28.1,93.2
01-11-2019 08:45,01-11-2019 09:00,1.5,85.5,None,44.7,116.6
01-11-2019 09:00,01-11-2019 09:15,12.2,243.7,None,17,83.4
01-11-2019 09:15,01-11-2019 09:30,27.8,255.1,None,8.5,61.1
01-11-2019 09:30,01-11-2019 09:45,28.4,249,None,4.9,50.4
01-11-2019 09:45,01-11-2019 10:00,26.7,225.4,None,4.5,51.1
01-11-2019 10:00,01-11-2019 10:15,24.8,213.9,None,4.4,50.8
01-11-2019 10:15,01-11-2019 10:30,21.5,108.7,None,4,48.4
01-11-2019 10:30,01-11-2019 10:45,22.2,118.9,None,3.2,43.9
01-11-2019 10:45,01-11-2019 11:00,27.1,77.2,None,2.8,40.3
01-11-2019 11:00,01-11-2019 11:15,20.4,88.7,None,2.7,37.7
01-11-2019 11:15,01-11-2019 11:30,20.6,69.1,None,2.5,36.3
01-11-2019 11:30,01-11-2019 11:45,20.2,79,None,2.2,37.6
01-11-2019 11:45,01-11-2019 12:00,18.2,106.9,None,2.2,36.4
01-11-2019 12:00,01-11-2019 12:15,18.8,76.1,None,2.1,34.4
01-11-2019 12:15,01-11-2019 12:30,17.9,71.9,None,2.3,33.6
01-11-2019 12:30,01-11-2019 12:45,17.7,54.4,None,2,33.4
01-11-2019 12:45,01-11-2019 13:00,18.5,44.4,None,2.1,33.8
01-11-2019 13:00,01-11-2019 13:15,18.9,42.8,None,2.1,33.8
01-11-2019 13:15,01-11-2019 13:30,18.9,109.7,None,2.2,34.6
01-11-2019 13:30,01-11-2019 13:45,18.9,98.6,None,2.3,36.1
01-11-2019 13:45,01-11-2019 14:00,18.1,131.6,None,2.2,37.7
01-11-2019 14:00,01-11-2019 14:15,18.6,84.2,None,2.1,38.6
01-11-2019 14:15,01-11-2019 14:30,19.6,73.5,None,1.9,36.9
01-11-2019 14:30,01-11-2019 14:45,16.4,98.2,None,1.9,34.9
01-11-2019 14:45,01-11-2019 15:00,12.7,230.5,None,1.9,28.4
01-11-2019 15:00,01-11-2019 15:15,13.6,195.1,None,1.9,26.8
01-11-2019 15:15,01-11-2019 15:30,14.2,288.5,None,2.1,27.6
01-11-2019 15:30,01-11-2019 15:45,15.3,322.2,None,2.1,27.8
01-11-2019 15:45,01-11-2019 16:00,17.8,121.6,None,2.1,28.9
01-11-2019 16:00,01-11-2019 16:15,21.3,11.1,None,1.8,28.1
01-11-2019 16:15,01-11-2019 16:30,26.3,44.3,None,1.9,25.6
01-11-2019 16:30,01-11-2019 16:45,30.1,44.1,None,1.9,23.4
01-11-2019 16:45,01-11-2019 17:00,33.6,44.1,None,1.8,23.5
01-11-2019 17:00,01-11-2019 17:15,36.1,44.1,None,2.2,26
01-11-2019 17:15,01-11-2019 17:30,37.6,44.3,None,2.1,27.9
01-11-2019 17:30,01-11-2019 17:45,37.4,44.5,None,2.2,34.9
01-11-2019 17:45,01-11-2019 18:00,36.8,44.6,None,2.1,40.3
01-11-2019 18:00,01-11-2019 18:15,37.7,44.6,None,2.1,40.5
01-11-2019 18:15,01-11-2019 18:30,40.3,45.3,None,2.3,57.5
01-11-2019 18:30,01-11-2019 18:45,42.8,45.6,None,2.4,51.3
01-11-2019 18:45,01-11-2019 19:00,44.2,45.6,None,2.4,51.2
01-11-2019 19:00,01-11-2019 19:15,43.6,180.7,None,2.8,54.9
01-11-2019 19:15,01-11-2019 19:30,36.6,290.6,None,2.9,53.5
01-11-2019 19:30,01-11-2019 19:45,41.6,293.7,None,2.6,49.5
01-11-2019 19:45,01-11-2019 20:00,43.4,174.1,None,2.4,47.9
01-11-2019 20:00,01-11-2019 20:15,43.9,217.9,None,2.5,47.7
01-11-2019 20:15,01-11-2019 20:30,45.8,230.5,None,2.6,47.3
01-11-2019 20:30,01-11-2019 20:45,47.3,230.5,None,2.4,47.6
01-11-2019 20:45,01-11-2019 21:00,48,230.5,None,3,54.2
01-11-2019 21:00,01-11-2019 21:15,48.1,230.5,None,3.5,56.6
01-11-2019 21:15,01-11-2019 21:30,49.1,230.5,None,4.3,56.3
01-11-2019 21:30,01-11-2019 21:45,49,230.6,None,6.6,59.7
01-11-2019 21:45,01-11-2019 22:00,49.6,233.3,None,9,63.6
01-11-2019 22:00,01-11-2019 22:15,49.7,154.9,None,9.6,63.5
01-11-2019 22:15,01-11-2019 22:30,48.4,334,None,6.7,55.1
01-11-2019 22:30,01-11-2019 22:45,49.5,337.5,None,4.2,49.4
01-11-2019 22:45,01-11-2019 23:00,50.3,337.4,None,3.5,49.4
01-11-2019 23:00,01-11-2019 23:15,50.9,337.5,None,3,47.3
01-11-2019 23:15,01-11-2019 23:30,51,322.2,None,2.9,45.3
01-11-2019 23:30,01-11-2019 23:45,49.7,309,None,3.2,47.1
01-11-2019 23:45,02-11-2019 00:00,49.5,301.6,None,3.5,49
02-11-2019 00:00,02-11-2019 00:15,49.3,297.6,None,3.7,50.5
02-11-2019 00:15,02-11-2019 00:30,49.3,297.6,None,3.2,47.3
02-11-2019 00:30,02-11-2019 00:45,50.6,297.6,None,2.6,43.6
02-11-2019 00:45,02-11-2019 01:00,51.5,297.6,None,2.5,42.1
02-11-2019 01:00,02-11-2019 01:15,19.1,297.5,None,2.6,40.6
02-11-2019 01:15,02-11-2019 01:30,19.8,297.2,None,2.7,42
02-11-2019 01:30,02-11-2019 01:45,66.5,297.2,None,3.1,43.2
02-11-2019 01:45,02-11-2019 02:00,74.8,297.1,None,None,None
02-11-2019 02:00,02-11-2019 02:15,76,297.3,None,None,None
02-11-2019 02:15,02-11-2019 02:30,77,297.5,None,None,None
02-11-2019 02:30,02-11-2019 02:45,77.9,297.4,None,47.8,82.8
02-11-2019 02:45,02-11-2019 03:00,79.2,297.4,None,43,78.9
02-11-2019 03:00,02-11-2019 03:15,79.4,282,None,39.2,75.1
02-11-2019 03:15,02-11-2019 03:30,80.2,265,None,37,70
02-11-2019 03:30,02-11-2019 03:45,80.8,256.8,None,31.5,63.6
02-11-2019 03:45,02-11-2019 04:00,80.8,204.8,None,18.8,54.5
02-11-2019 04:00,02-11-2019 04:15,80.5,221,None,17.6,51
02-11-2019 04:15,02-11-2019 04:30,80.2,248,None,13.6,47.2
02-11-2019 04:30,02-11-2019 04:45,80.6,235,None,11.3,44.8
02-11-2019 04:45,02-11-2019 05:00,80.7,231,None,11.6,45.5
02-11-2019 05:00,02-11-2019 05:15,84.3,231.1,None,11.6,45.5
02-11-2019 05:15,02-11-2019 05:30,86.4,231,None,13.7,46.6
02-11-2019 05:30,02-11-2019 05:45,87.6,231.1,None,17.5,50.2
02-11-2019 05:45,02-11-2019 06:00,89.3,231,None,22.8,53.7
02-11-2019 06:00,02-11-2019 06:15,97.3,231,None,31.7,59.5
02-11-2019 06:15,02-11-2019 06:30,99.7,231.3,None,33.4,62.5
02-11-2019 06:30,02-11-2019 06:45,99.7,229.7,None,34,63.9
02-11-2019 06:45,02-11-2019 07:00,99.7,225.7,None,35.6,65.9
02-11-2019 07:00,02-11-2019 07:15,99.8,224,None,38.8,70.1
02-11-2019 07:15,02-11-2019 07:30,99.7,224.1,None,43.4,75.8
02-11-2019 07:30,02-11-2019 07:45,98.5,224.1,None,36.7,70
02-11-2019 07:45,02-11-2019 08:00,90.9,223,None,26.4,62.6
02-11-2019 08:00,02-11-2019 08:15,82.8,238,None,23,60.2
02-11-2019 08:15,02-11-2019 08:30,76.2,270.9,None,22.3,61.7
02-11-2019 08:30,02-11-2019 08:45,58.5,269.8,None,19.4,62.5
02-11-2019 08:45,02-11-2019 09:00,59.4,277,None,15.8,62.9
02-11-2019 09:00,02-11-2019 09:15,1.1,232.2,None,14.8,63.4
02-11-2019 09:15,02-11-2019 09:30,1.3,181.7,None,14.3,64.5
02-11-2019 09:30,02-11-2019 09:45,1,283.7,None,12.8,62.9
02-11-2019 09:45,02-11-2019 10:00,1.1,269.3,None,9.2,57.8
02-11-2019 10:00,02-11-2019 10:15,1,241,None,7.2,55.5
02-11-2019 10:15,02-11-2019 10:30,0.9,282.2,None,6,46.3
02-11-2019 10:30,02-11-2019 10:45,0.9,244.4,None,5,43.6
02-11-2019 10:45,02-11-2019 11:00,1,174.2,None,4.4,42.1
02-11-2019 11:00,02-11-2019 11:15,0.9,201,None,3.7,40.6
02-11-2019 11:15,02-11-2019 11:30,1,226.8,None,3.2,40.8
02-11-2019 11:30,02-11-2019 11:45,1,223,None,2.9,38.9
02-11-2019 11:45,02-11-2019 12:00,1,210,None,2.7,36.1
02-11-2019 12:00,02-11-2019 12:15,1,264.9,None,2.5,34.8
02-11-2019 12:15,02-11-2019 12:30,1,195,None,2.6,35.9
02-11-2019 12:30,02-11-2019 12:45,1,241.6,None,2.4,29.4
02-11-2019 12:45,02-11-2019 13:00,1,239.8,None,2.4,28.3
02-11-2019 13:00,02-11-2019 13:15,1,201.5,None,2.3,28.3
02-11-2019 13:15,02-11-2019 13:30,1.1,200.8,None,2.4,27.8
02-11-2019 13:30,02-11-2019 13:45,1.1,193.5,None,2.2,26.2
02-11-2019 13:45,02-11-2019 14:00,1,221.6,None,2.1,25.9
02-11-2019 14:00,02-11-2019 14:15,1.1,240.5,None,2.1,26
02-11-2019 14:15,02-11-2019 14:30,1,232.9,None,2,25.7
02-11-2019 14:30,02-11-2019 14:45,1,217.8,None,2,26.9
02-11-2019 14:45,02-11-2019 15:00,1,220.3,None,2.1,29
02-11-2019 15:00,02-11-2019 15:15,1,245.5,None,2.2,30.1
02-11-2019 15:15,02-11-2019 15:30,1,226,None,2.1,31.3
02-11-2019 15:30,02-11-2019 15:45,1,251.3,None,2.1,None
02-11-2019 15:45,02-11-2019 16:00,1,261.9,None,2,33.5
02-11-2019 16:00,02-11-2019 16:15,1,250.6,None,2,34.7
02-11-2019 16:15,02-11-2019 16:30,1,255.4,None,2.1,36.5
02-11-2019 16:30,02-11-2019 16:45,1,242.2,None,2,38.8
02-11-2019 16:45,02-11-2019 17:00,1,255.9,None,2,42.5
02-11-2019 17:00,02-11-2019 17:15,1,246.2,None,2.1,42.7
02-11-2019 17:15,02-11-2019 17:30,3,259.8,None,2.5,43.3
02-11-2019 17:30,02-11-2019 17:45,15.6,258.3,None,2.4,43.7
02-11-2019 17:45,02-11-2019 18:00,22.8,249.8,None,2.4,43.7
02-11-2019 18:00,02-11-2019 18:15,24.7,261.1,None,2.4,43.7
02-11-2019 18:15,02-11-2019 18:30,78.5,254.2,None,2.5,43.8
02-11-2019 18:30,02-11-2019 18:45,83.2,33.2,None,2.4,44.7
02-11-2019 18:45,02-11-2019 19:00,85.3,10.3,None,2.3,45.9
02-11-2019 19:00,02-11-2019 19:15,86.1,185,None,2.5,46.7
02-11-2019 19:15,02-11-2019 19:30,84.6,262.8,None,3.4,52.9
02-11-2019 19:30,02-11-2019 19:45,79.4,274.5,None,4,55.4
02-11-2019 19:45,02-11-2019 20:00,79,313.9,None,3.2,52.9
02-11-2019 20:00,02-11-2019 20:15,81.3,315.2,None,3.1,54.6
02-11-2019 20:15,02-11-2019 20:30,82.5,315.2,None,3.4,56.4
02-11-2019 20:30,02-11-2019 20:45,82.5,315.2,None,3.8,58.4
02-11-2019 20:45,02-11-2019 21:00,82.7,315.2,None,4.1,59.1
02-11-2019 21:00,02-11-2019 21:15,83.4,315.2,None,4.4,58.8
02-11-2019 21:15,02-11-2019 21:30,83.2,315.2,None,4.6,57.6
02-11-2019 21:30,02-11-2019 21:45,82.2,315.3,None,3.9,56.3
02-11-2019 21:45,02-11-2019 22:00,81.3,315.6,None,3.8,55
02-11-2019 22:00,02-11-2019 22:15,80.6,315.7,None,4.2,54
02-11-2019 22:15,02-11-2019 22:30,82.1,315.7,None,4.1,52.5
02-11-2019 22:30,02-11-2019 22:45,82.8,315.7,None,6.6,54.9
02-11-2019 22:45,02-11-2019 23:00,83.7,315.8,None,23.4,71
02-11-2019 23:00,02-11-2019 23:15,85.1,315.9,None,29.2,75.9
02-11-2019 23:15,02-11-2019 23:30,86,303.6,None,29.5,75.2
02-11-2019 23:30,02-11-2019 23:45,86.3,299.9,None,27.1,71.5
02-11-2019 23:45,03-11-2019 00:00,87.7,300,None,24.9,68.6
03-11-2019 00:00,03-11-2019 00:15,91.4,190.7,None,24.7,67.9
03-11-2019 00:15,03-11-2019 00:30,92.6,135.1,None,20.9,62.5
03-11-2019 00:30,03-11-2019 00:45,92.8,27.5,None,17.3,56.6
03-11-2019 00:45,03-11-2019 01:00,97.4,29.6,None,15.6,54.5
03-11-2019 01:00,03-11-2019 01:15,97.7,29.6,None,15.8,54.6
03-11-2019 01:15,03-11-2019 01:30,97.6,170.2,None,19,57.2
03-11-2019 01:30,03-11-2019 01:45,97.7,231.3,None,19.8,57.9
03-11-2019 01:45,03-11-2019 02:00,97.6,233.2,None,None,None
03-11-2019 02:00,03-11-2019 02:15,97.7,244.4,None,None,None
03-11-2019 02:15,03-11-2019 02:30,97.6,266.9,None,None,None
03-11-2019 02:30,03-11-2019 02:45,97.6,258.1,None,17,58.8
03-11-2019 02:45,03-11-2019 03:00,97.7,265.2,None,None,None
03-11-2019 03:00,03-11-2019 03:15,97.7,265.2,None,None,None
03-11-2019 03:15,03-11-2019 03:30,97.7,265.8,None,None,None
03-11-2019 03:30,03-11-2019 03:45,97.7,259.1,None,None,None
03-11-2019 03:45,03-11-2019 04:00,97.7,220.6,None,None,None
03-11-2019 04:00,03-11-2019 04:15,97.7,270.6,None,None,None
03-11-2019 04:15,03-11-2019 04:30,97.7,230.4,None,None,None
03-11-2019 04:30,03-11-2019 04:45,97.7,231.1,None,None,None
03-11-2019 04:45,03-11-2019 05:00,97.7,263.2,None,None,None
03-11-2019 05:00,03-11-2019 05:15,97.7,254,None,None,None
03-11-2019 05:15,03-11-2019 05:30,97.7,253,None,None,None
03-11-2019 05:30,03-11-2019 05:45,97.7,261.9,None,None,None
03-11-2019 05:45,03-11-2019 06:00,97.8,303.2,None,None,None
03-11-2019 06:00,03-11-2019 06:15,97.7,271.8,None,None,None
03-11-2019 06:15,03-11-2019 06:30,97.7,4.6,None,None,None
03-11-2019 06:30,03-11-2019 06:45,97.6,84.2,None,None,None
03-11-2019 06:45,03-11-2019 07:00,97.7,22,None,None,None
03-11-2019 07:00,03-11-2019 07:15,97.7,22.1,None,None,None
03-11-2019 07:15,03-11-2019 07:30,97.7,148.1,None,None,None
03-11-2019 07:30,03-11-2019 07:45,97.7,336.5,None,None,None
03-11-2019 07:45,03-11-2019 08:00,97.7,273.4,None,None,None
03-11-2019 08:00,03-11-2019 08:15,97.7,29.9,None,None,None
03-11-2019 08:15,03-11-2019 08:30,98.6,81.3,None,None,None
03-11-2019 08:30,03-11-2019 08:45,99.7,307.7,None,None,None
03-11-2019 08:45,03-11-2019 09:00,99.8,249.9,None,None,None
03-11-2019 09:00,03-11-2019 09:15,99.8,232.9,None,None,None
03-11-2019 09:15,03-11-2019 09:30,97.9,136.8,None,None,None
03-11-2019 09:30,03-11-2019 09:45,92.4,229.8,None,None,None
03-11-2019 09:45,03-11-2019 10:00,82.9,267.3,None,None,None
03-11-2019 10:00,03-11-2019 10:15,21.5,280,None,None,None
03-11-2019 10:15,03-11-2019 10:30,1,249.8,None,None,None
03-11-2019 10:30,03-11-2019 10:45,1,219.7,None,None,None
03-11-2019 10:45,03-11-2019 11:00,1.1,218.3,None,None,None
03-11-2019 11:00,03-11-2019 11:15,1,244.1,None,None,None
03-11-2019 11:15,03-11-2019 11:30,0.9,247.1,None,None,None
03-11-2019 11:30,03-11-2019 11:45,0.9,248.6,None,None,None
03-11-2019 11:45,03-11-2019 12:00,1.1,246.8,None,None,None
03-11-2019 12:00,03-11-2019 12:15,1.4,229.5,None,None,None
03-11-2019 12:15,03-11-2019 12:30,1.2,233.9,None,None,None
03-11-2019 12:30,03-11-2019 12:45,1.4,244.9,None,None,None
03-11-2019 12:45,03-11-2019 13:00,1.4,254.8,None,None,None
03-11-2019 13:00,03-11-2019 13:15,1.2,245.8,None,None,None
03-11-2019 13:15,03-11-2019 13:30,1.2,242.4,None,None,None
03-11-2019 13:30,03-11-2019 13:45,1.1,264.7,None,None,None
03-11-2019 13:45,03-11-2019 14:00,1.3,251.2,None,None,None
03-11-2019 14:00,03-11-2019 14:15,1.3,261.7,None,None,None
03-11-2019 14:15,03-11-2019 14:30,1.3,251.5,None,None,None
03-11-2019 14:30,03-11-2019 14:45,1.3,259.1,None,None,None
03-11-2019 14:45,03-11-2019 15:00,1.2,251.3,None,None,None
03-11-2019 15:00,03-11-2019 15:15,1.3,258.1,None,None,None
03-11-2019 15:15,03-11-2019 15:30,1.3,279.3,None,None,None
03-11-2019 15:30,03-11-2019 15:45,1.2,247.7,None,None,None
03-11-2019 15:45,03-11-2019 16:00,1.2,258.9,None,None,None
03-11-2019 16:00,03-11-2019 16:15,1.2,259.2,None,None,None
03-11-2019 16:15,03-11-2019 16:30,1.1,259.1,None,None,None
03-11-2019 16:30,03-11-2019 16:45,1.1,259.1,None,None,None
03-11-2019 16:45,03-11-2019 17:00,1.3,259.1,None,None,None
03-11-2019 17:00,03-11-2019 17:15,39.2,160,None,None,None
03-11-2019 17:15,03-11-2019 17:30,70.2,130.7,None,None,None
03-11-2019 17:30,03-11-2019 17:45,75.1,130,None,None,None
03-11-2019 17:45,03-11-2019 18:00,77.1,130.1,None,None,None
03-11-2019 18:00,03-11-2019 18:15,78.8,130,None,None,None
03-11-2019 18:15,03-11-2019 18:30,79.9,130.1,None,None,None
03-11-2019 18:30,03-11-2019 18:45,79.4,130.1,None,None,None
03-11-2019 18:45,03-11-2019 19:00,79.9,130.1,None,None,None
03-11-2019 19:00,03-11-2019 19:15,79.9,130,None,None,None
03-11-2019 19:15,03-11-2019 19:30,80,129.9,None,None,None
03-11-2019 19:30,03-11-2019 19:45,80.5,129.9,None,None,None
03-11-2019 19:45,03-11-2019 20:00,80.6,130,None,None,None
03-11-2019 20:00,03-11-2019 20:15,80.4,130,None,None,None
03-11-2019 20:15,03-11-2019 20:30,79.6,130.1,None,None,None
03-11-2019 20:30,03-11-2019 20:45,79.9,140.5,None,None,None
03-11-2019 20:45,03-11-2019 21:00,80.2,143.7,None,None,None
03-11-2019 21:00,03-11-2019 21:15,81.5,155.8,None,None,None
03-11-2019 21:15,03-11-2019 21:30,83.4,156.1,None,None,None
03-11-2019 21:30,03-11-2019 21:45,84.7,156.1,None,None,None
03-11-2019 21:45,03-11-2019 22:00,85.8,156.1,None,None,None
03-11-2019 22:00,03-11-2019 22:15,87.1,156.1,None,None,None
03-11-2019 22:15,03-11-2019 22:30,89.6,173.5,None,None,None
03-11-2019 22:30,03-11-2019 22:45,94.1,200.8,None,None,None
03-11-2019 22:45,03-11-2019 23:00,97.8,200.8,None,None,None
03-11-2019 23:00,03-11-2019 23:15,97.6,200.8,None,None,None
03-11-2019 23:15,03-11-2019 23:30,97.7,200.7,None,None,None
03-11-2019 23:30,03-11-2019 23:45,98.2,249.4,None,None,None
03-11-2019 23:45,04-11-2019 00:00,99.5,274,None,None,None
04-11-2019 00:00,04-11-2019 00:15,99.7,265.6,None,None,None
04-11-2019 00:15,04-11-2019 00:30,99.7,261.5,None,None,None
04-11-2019 00:30,04-11-2019 00:45,99.7,280.9,None,None,None
04-11-2019 00:45,04-11-2019 01:00,99.7,289.3,None,None,None
04-11-2019 01:00,04-11-2019 01:15,99.7,292.3,None,None,None
04-11-2019 01:15,04-11-2019 01:30,99.7,277.7,None,None,None
04-11-2019 01:30,04-11-2019 01:45,99.7,234.6,None,None,None
04-11-2019 01:45,04-11-2019 02:00,99.7,258.7,None,None,None
04-11-2019 02:00,04-11-2019 02:15,99.7,262.7,None,None,None
04-11-2019 02:15,04-11-2019 02:30,99.7,232.1,None,None,None
04-11-2019 02:30,04-11-2019 02:45,99.7,233.5,None,None,None
04-11-2019 02:45,04-11-2019 03:00,99.7,243.1,None,None,None
04-11-2019 03:00,04-11-2019 03:15,99.7,264.9,None,None,None
04-11-2019 03:15,04-11-2019 03:30,99.7,250.5,None,None,None
04-11-2019 03:30,04-11-2019 03:45,99.7,250,None,None,None
04-11-2019 03:45,04-11-2019 04:00,99.7,263.6,None,None,None
04-11-2019 04:00,04-11-2019 04:15,99.7,264,None,None,None
04-11-2019 04:15,04-11-2019 04:30,99.7,265.3,None,None,None
04-11-2019 04:30,04-11-2019 04:45,99.7,272.4,None,None,None
04-11-2019 04:45,04-11-2019 05:00,99.7,285.8,None,None,None
04-11-2019 05:00,04-11-2019 05:15,99.7,281.8,None,None,None
04-11-2019 05:15,04-11-2019 05:30,98.8,247.2,None,None,None
04-11-2019 05:30,04-11-2019 05:45,98.4,247,None,None,None
04-11-2019 05:45,04-11-2019 06:00,98.2,243.2,None,None,None
04-11-2019 06:00,04-11-2019 06:15,98.1,248.9,None,None,None
04-11-2019 06:15,04-11-2019 06:30,98.9,255,None,None,None
04-11-2019 06:30,04-11-2019 06:45,99,249.7,None,None,None
04-11-2019 06:45,04-11-2019 07:00,99.7,261.7,None,None,None
04-11-2019 07:00,04-11-2019 07:15,99.7,248.5,None,None,None
04-11-2019 07:15,04-11-2019 07:30,99.7,255.4,None,None,None
04-11-2019 07:30,04-11-2019 07:45,99.7,258.8,None,None,None
04-11-2019 07:45,04-11-2019 08:00,99.7,245.1,None,None,None
04-11-2019 08:00,04-11-2019 08:15,99.4,254.4,None,None,None
04-11-2019 08:15,04-11-2019 08:30,89.8,286.7,None,None,None
04-11-2019 08:30,04-11-2019 08:45,58,229.8,None,None,None
04-11-2019 08:45,04-11-2019 09:00,1.6,180.4,None,None,None
04-11-2019 09:00,04-11-2019 09:15,1,228.3,None,None,None
04-11-2019 09:15,04-11-2019 09:30,2.5,226.7,None,None,None
04-11-2019 09:30,04-11-2019 09:45,10,260.3,None,None,None
04-11-2019 09:45,04-11-2019 10:00,1.7,231.6,None,None,None
04-11-2019 10:00,04-11-2019 10:15,1.3,246.6,None,None,None
04-11-2019 10:15,04-11-2019 10:30,1.5,232.3,None,None,None
04-11-2019 10:30,04-11-2019 10:45,1.6,257,None,None,None
04-11-2019 10:45,04-11-2019 11:00,1.9,243.7,None,None,None
04-11-2019 11:00,04-11-2019 11:15,11.6,249,None,None,None
04-11-2019 11:15,04-11-2019 11:30,18.6,253.3,None,None,None
04-11-2019 11:30,04-11-2019 11:45,12.3,247.1,None,None,None
04-11-2019 11:45,04-11-2019 12:00,1.3,241.8,None,None,None
04-11-2019 12:00,04-11-2019 12:15,1.4,227.6,None,None,None
04-11-2019 12:15,04-11-2019 12:30,1.5,203.2,None,None,None
04-11-2019 12:30,04-11-2019 12:45,1.3,236,None,None,None
